inicio_contagio_mundo,inicio_pandemia_oms,primer_contagio_mexico_oficial,primer_contagio_mexico_prensa,primera_defuncion_mexico_oficial,inicio_JNSD,fin_JNSD
2019/12/01,2020/03/11,2020/02/13,2020/02/28,2020/02/05,2020/03/23,2020/05/30
